question,answer,
Một chất điểm chuyển động tròn đều trên đường tròn tâm O bán kính 15 cm với tốc độ góc 4 rad/s. Hình chiếu của chất điểm lên trục Ox nằm trong mặt phẳng quỹ đạo có tốc độ cực đại là bao nhiêu?,"Hình chiếu của chất điểm lên trục Ox nằm trong mặt phẳng quỹ đạo dao động điều hòa với biên độ A = R = 15 cm và tần số góc = tốc độ góc ω = 4 rad/s, tốc độ cực đại là vmax = ωA = 60 cm/s",
Một chất điểm chuyển động tròn đều trên đường tròn tâm O bán kính 15 cm với tốc độ góc 5 rad/s. Hình chiếu của chất điểm lên trục Ox nằm trong mặt phẳng quỹ đạo có tốc độ cực đại là bao nhiêu?,"Hình chiếu của chất điểm lên trục Ox nằm trong mặt phẳng quỹ đạo dao động điều hòa với biên độ A = R = 15 cm và tần số góc = tốc độ góc ω = 5 rad/s, tốc độ cực đại là vmax = ωA = 75 cm/s",
"Một chất điểm dao động điều hòa có vận tốc cực đại 80 cm/s và gia tốc cực đại là 3π(m/s^2) . Chọn mốc thế năng tại vị trí cân bằng. Thời điểm ban đầu (t = 0), chất điểm có vận tốc 40 cm/s và thế năng đang tăng. Chất điểm có gia tốc bằng 1,5π(m/s^2) lần đầu tiên ở thời điểm nào?","vmax = ω.A = 0,8(m/s)
amax = ω^2.A = 3π(m/s2)
ω = amax/vmax = 3π/0,8 = 15π/4 (rad/s)
T = 2π/ω = 8/15 (s)
Ta cần tìm vị trí ban đầu của vật
Tại thời điểm ban đầu: v = vmax/2 = 40 (cm/s)
Ta có công thức liên hệ giữa v và x trong giao động điều hòa:
x^2 + v^2/ω^2 = A^2 
<=> x^2 = A^2 - v^2/ω^2
<=> x^2 = A^2 - vmax^2/4ω^2
<=> x^2 = A^2 - (Aω)^2/4ω^2
<=> x^2 = A^2 - 4^2/4
<=> x^2 = 3A^2/4
=> x = ± A√3/2
Vì thế năng đang tăng nên vật đang di chuyển tới 1 trong 2 biên, và vì v = 40 > 0 nên vật đang di chuyển tới biên dương (+A)
Ta có công thức liên hệ giữa a và x:
a = -ω^2.x (Với a = amax/2 = 1,5π)
<=> amax/2 = -ω^2.x
<=> ω^2.A/2 = -ω^2.x
<=> x = -A/2
Thời gian vật đi từ vị trí ban đầu x = A√3/2 đến vị trí biên dương: t1 = T/12 = 2/45 (s)
Thời gian vật đi từ vị trí biên dương đến vị trí cân bằng: t2 = T/4 = 2/15 (s)
Thời gian vật đi từ vị trí cân bằng đến vị trí x = -A/2: t3 = T/12 = 2/45 (s)
Thời điểm thỏa mãn yêu cầu đề bài là: t = t1 + t2 + t3 = 2/9 (s)",
"Một chất điểm dao động điều hòa có vận tốc cực đại 100 cm/s và gia tốc cực đại là 5π(m/s^2) . Chọn mốc thế năng tại vị trí cân bằng. Thời điểm ban đầu (t = 0), chất điểm có vận tốc 50 cm/s và thế năng đang tăng. Thời điểm đầu tiên vật có gia tốc bằng 2,5π(m/s^2)là bao nhiêu?","vmax = ω.A = 1 (m/s)
amax = ω^2.A = 5π(m/s2)
ω = amax/vmax = 5π/1 = 5π (rad/s)
T = 2π/ω = 0,4 (s)
Ta cần tìm vị trí ban đầu của vật
Tại thời điểm ban đầu: v = vmax/2 = 0,5 (m/s)
Ta có công thức liên hệ giữa v và x trong giao động điều hòa:
x^2 + v^2/ω^2 = A^2 
<=> x^2 = A^2 - v^2/ω^2
<=> x^2 = A^2 - vmax^2/4ω^2
<=> x^2 = A^2 - (Aω)^2/4ω^2
<=> x^2 = A^2 - 4^2/4
<=> x^2 = 3A^2/4
=> x = ± A√3/2
Vì thế năng đang tăng nên vật đang di chuyển tới 1 trong 2 biên, và vì v = 0,5 m/s > 0 nên vật đang di chuyển tới biên dương (+A)
Ta có công thức liên hệ giữa a và x:
a = -ω^2.x (Với a = amax/2 = π)
<=> amax/2 = -ω^2.x
<=> ω^2.A/2 = -ω^2.x
<=> x = -A/2
Thời gian vật đi từ vị trí ban đầu x = A√3/2 đến vị trí biên dương: t1 = T/12 = 1/30 (s)
Thời gian vật đi từ vị trí biên dương đến vị trí cân bằng: t2 = T/4 = 0,1 (s)
Thời gian vật đi từ vị trí cân bằng đến vị trí x = -A/2: t3 = T/12 = 1/30 (s)
Thời điểm thỏa mãn yêu cầu đề bài là: t = t1 + t2 + t3 = 1/6 (s)",
"Một chất điểm dao động điều hòa có vận tốc cực đại 60 cm/s và gia tốc cực đại là 4π(m/s^2) . Chọn mốc thế năng tại vị trí cân bằng. Thời điểm ban đầu (t = 0), chất điểm có vận tốc 30 cm/s và thế năng đang tăng. Chất điểm có gia tốc bằng 2π(m/s^2) lần đầu tiên ở thời điểm nào?","vmax = ω.A = 0,60(m/s)
amax = ω^2.A = 4π(m/s2)
ω = amax/vmax = 4π/0,6 = 20π/3 (rad/s)
T = 2π/ω = 0,3 (s)
Ta cần tìm vị trí ban đầu của vật
Tại thời điểm ban đầu: v = vmax/2 = 30 (cm/s)
Ta có công thức liên hệ giữa v và x trong giao động điều hòa:
x^2 + v^2/ω^2 = A^2 
<=> x^2 = A^2 - v^2/ω^2
<=> x^2 = A^2 - vmax^2/4ω^2
<=> x^2 = A^2 - (Aω)^2/4ω^2
<=> x^2 = A^2 - 4^2/4
<=> x^2 = 3A^2/4
=> x = ± A√3/2
Vì thế năng đang tăng nên vật đang di chuyển tới 1 trong 2 biên, và vì v = 30 > 0 nên vật đang di chuyển tới biên dương (+A)
Ta có công thức liên hệ giữa a và x:
a = -ω^2.x (Với a = amax/2 = π)
<=> amax/2 = -ω^2.x
<=> ω^2.A/2 = -ω^2.x
<=> x = -A/2
Thời gian vật đi từ vị trí ban đầu x = A√3/2 đến vị trí biên dương: t1 = T/12 = 0,025 (s)
Thời gian vật đi từ vị trí biên dương đến vị trí cân bằng: t2 = T/4 = 0,075 (s)
Thời gian vật đi từ vị trí cân bằng đến vị trí x = -A/2: t3 = T/12 = 0,025 (s)
Thời điểm thỏa mãn yêu cầu đề bài là: t = t1 + t2 + t3 = 0,125 (s)",
Một vật dao động với phương trình x = 8cos(2πt - π/4) (cm) (t tính bằng s). Khoảng thời gian ngắn nhất để vật đi từ vị trí có li độ 4 cm theo chiều dương đến vị trí có li độ −4√3 cm là,"Vật có vị trí li độ 4 cm tương ứng với vị trí x = A/2 (A = 8)
Vật có vị trí li độ -4√3 cm tương ứng với vị trí x = -A√3/2
T = 2π/ω = 2π/2π = 1 (s)
Thời gian vật đi từ vị trí x = A/2 đến biên dương là: t1 = T/6 
Thời gian vật đi từ vị trí biên dương đến vị trí cân bằng là: t2 = T/4
Thời gian vật đi từ vị trí cân bằng đến vị trí x = -A√3/2 là: t3 = T/6
Khoảng thời gian ngắn nhất thỏa mãn là: t = t1 + t2 + t3 = 7T/12 = 7/12 (s)",
Một chất điểm dao động với phương trình x = 10cos(5πt + π/3) (cm) (t tính bằng s). Tính thời gian ngắn nhất để chất điểm đi từ vị trí có li độ 5 cm theo chiều dương đến vị trí có li độ  -5√3 cm lần đầu tiên,"Vật có vị trí li độ 5 cm tương ứng với vị trí x = A/2 (A = 10)
Vật có vị trí li độ -5√3 cm tương ứng với vị trí x = -A√3/2
T = 2π/ω = 2π/5π = 0,4 (s)
Thời gian vật đi từ vị trí x = A/2 đến biên dương là: t1 = T/6 
Thời gian vật đi từ vị trí biên dương đến vị trí cân bằng là: t2 = T/4
Thời gian vật đi từ vị trí cân bằng đến vị trí x = -A√3/2 là: t3 = T/6
Khoảng thời gian ngắn nhất thỏa mãn là: t = t1 + t2 + t3 = 7T/12 = 7/30 (s)",
"Một vật dao động với phương trình x = 5cos(4πt - 5π/6) (cm) (t tính bằng s). Tìm khoảng thời gian ngắn nhất để vật đi từ vị trí có li độ 2,5 cm theo chiều dương đến vị trí có li độ −2,5√3 cm","Vật có vị trí li độ 2,5 cm tương ứng với vị trí x = A/2 (A = 5)
Vật có vị trí li độ -3√3 cm tương ứng với vị trí x = -A√3/2
T = 2π/ω = 2π/4π = 0,5 (s)
Thời gian vật đi từ vị trí x = A/2 đến biên dương là: t1 = T/6 
Thời gian vật đi từ vị trí biên dương đến vị trí cân bằng là: t2 = T/4
Thời gian vật đi từ vị trí cân bằng đến vị trí x = -A√3/2 là: t3 = T/6
Khoảng thời gian ngắn nhất thỏa mãn là: t = t1 + t2 + t3 = 7T/12 = 7/24 (s)",
"Một vật dao động theo phương trình x = 4cos(4πt - π/3) (cm) (t tính bằng s). Kể từ t = 0, thời điểm vật qua vị trí có li độ x = − 2 cm lần thứ 2015 là","Thay t = 0 vào phương trình, ta có vị trí ban đầu của vật là x = 2 cm (ứng với vị trí A/2) 
T = 2π/ω = 0,5 (s)
Vì pha ban đầu φ = -π/3 (φ<0) nên vật đang di chuyển theo chiều dương (v>0)
Từ vị trí ban đầu tới vị trí vật có li độ x = -2 cm (-A/2) lần thứ 1, ta sẽ chia thành các thời điểm như sau: Từ vị trí ban đầu tới vị trí biên dương (t1), từ vị trí biên dương đến vị trí cân bằng (t2), từ vị trí cân bằng tới vị trí x = -A/2 (t3)
Ta có tổng thời gian là: t = t1 + t2 + t3 = T/12 + T/4 + T/6 = T/2
Mỗi chu kì vật qua vị trí x = -2 cm 2 lần => Qua 1007 chu kì tiếp theo vật sẽ đi qua vị trí có li độ x = -2 cm lần thứ 2015
Vậy tổng thời gian là t* = t + 1007.T = T/2 + 1007T = 503,75 (s)",
"Một vật dao động theo phương trình x = 6cos(2πt - π/3) (cm) (t tính bằng s). Tính từ lúc t = 0, thời điểm chất điểm qua vị trí li độ x = -3 lần thứ 2001 là bao nhiêu?","Thay t = 0 vào phương trình, ta có vị trí ban đầu của vật là x = 3 cm (ứng với vị trí A/2) 
T = 2π/ω = 1 (s)
Vì pha ban đầu φ = -π/3 (φ<0) nên vật đang di chuyển theo chiều dương (v>0)
Từ vị trí ban đầu tới vị trí vật có li độ x = -3 cm (-A/2) lần thứ 1, ta sẽ chia thành các thời điểm như sau: Từ vị trí ban đầu tới vị trí biên dương (t1), từ vị trí biên dương đến vị trí cân bằng (t2), từ vị trí cân bằng tới vị trí x = -A/2 (t3)
Ta có tổng thời gian là: t = t1 + t2 + t3 = T/12 + T/4 + T/6 = T/2
Mỗi chu kì vật qua vị trí x = -3 cm 2 lần => Qua 1000 chu kì tiếp theo vật sẽ đi qua vị trí có li độ x = -3 cm lần thứ 2001
Vậy tổng thời gian là t* = t + 1000.T = T/2 + 1000T = 1000,5 (s)",
"Một vật dao động theo phương trình x = 8cos(3πt - π/3) (cm) (t tính bằng s). Kể từ t = 0, thời điểm vật qua vị trí có li độ x = − 4 cm lần thứ 2011 là","Thay t = 0 vào phương trình, ta có vị trí ban đầu của vật là x = 4 cm (ứng với vị trí A/2) 
T = 2π/ω = 2/3 (s)
Vì pha ban đầu φ = -π/3 (φ<0) nên vật đang di chuyển theo chiều dương (v>0)
Từ vị trí ban đầu tới vị trí vật có li độ x = -4 cm (-A/2) lần thứ 1, ta sẽ chia thành các thời điểm như sau: Từ vị trí ban đầu tới vị trí biên dương (t1), từ vị trí biên dương đến vị trí cân bằng (t2), từ vị trí cân bằng tới vị trí x = -A/2 (t3)
Ta có tổng thời gian là: t = t1 + t2 + t3 = T/12 + T/4 + T/6 = T/2
Mỗi chu kì vật qua vị trí x = -4 cm 2 lần => Qua 1005 chu kì tiếp theo vật sẽ đi qua vị trí có li độ x = -4 cm lần thứ 2011
Vậy tổng thời gian là t* = t + 1005.T = T/2 + 1005T = 2011/3 (s)",
"Một vật dao động điều hòa quanh vị trí cân bằng O. Tại thời điểm t1, vật đi qua vị trí cân bằng. Trong khoảng thời gian từ thời điểm t1 đến thời điểm t2 = t1 +1/6, vật không đổi chiều chuyển động và tốc độ của vật giảm còn một nửa. Trong khoảng thời gian từ thời điểm t2 đến thời điểm t3 = t2 + 1/6, vật đi được quãng đường 10 cm. Tốc độ cực đại của vật trong quá trình dao động là","Tại thời điểm t1, vật đi qua vị trí cân bằng => v1 = vmax 
Tại thời điểm t2: v2 = v1/2 = vmax/2 => x = ± A√3/2 (công thức liên hệ giữa x và v trong dao động điều hòa)
t2 = t1 + 1/6 = t1 + T/6
=> T = 1 (s)
Khoảng thời gian từ t2 đến t3 là: T/6 tại vị trí x = ± A√3/2, ta có: S = 2.(A - A√3/2) = 10 (cm) => A ≈ 37,32 (cm)
Tốc độ cực đại: vmax = A.ω = A.2π/T = 22,4.2π ≈ 234,49 (cm/s)",
"Một vật dao động điều hòa quanh vị trí cân bằng O. Tại thời điểm t1, vật đi qua vị trí cân bằng. Trong khoảng thời gian từ thời điểm t1 đến thời điểm t2 = t1 +1/3, vật không đổi chiều chuyển động và tốc độ của vật giảm còn một nửa. Trong khoảng thời gian từ thời điểm t2 đến thời điểm t3 = t2 + 1/3, vật đi được quãng đường 6 cm. Tốc độ cực đại của vật trong quá trình dao động là","Tại thời điểm t1, vật đi qua vị trí cân bằng => v1 = vmax 
Tại thời điểm t2: v2 = v1/2 = vmax/2 => x = ± A√3/2 (công thức liên hệ giữa x và v trong dao động điều hòa)
t2 = t1 + 1/3 = t1 + T/6
=> T = 2 (s)
Khoảng thời gian từ t2 đến t3 là: T/6 tại vị trí x = ± A√3/2, ta có: S = 2.(A - A√3/2) = 6 (cm) => A ≈ 22,4 (cm)
Tốc độ cực đại: vmax = A.ω = A.2π/T = 22,4.π ≈ 70,37 (cm/s)",
"Một vật dao động điều hòa quanh vị trí cân bằng O. Tại thời điểm t1, vật đi qua vị trí cân bằng. Trong khoảng thời gian từ thời điểm t1 đến thời điểm t2 = t1 + 1/12, vật không đổi chiều chuyển động và tốc độ của vật giảm còn một nửa. Trong khoảng thời gian từ thời điểm t2 đến thời điểm t3 = t2 + 1/12, vật đi được quãng đường 6 cm. Tốc độ cực đại của vật trong quá trình dao động là","Tại thời điểm t1, vật đi qua vị trí cân bằng => v1 = vmax 
Tại thời điểm t2: v2 = v1/2 = vmax/2 => x = ± A√3/2 (công thức liên hệ giữa x và v trong dao động điều hòa)
t2 = t1 + 1/12 = t1 + T/6
=> T = 0,5 (s)
Khoảng thời gian từ t2 đến t3 là: T/6 tại vị trí x = ± A√3/2, ta có: S = 2.(A - A√3/2) = 6 (cm) => A ≈ 22,4 (cm)
Tốc độ cực đại: vmax = A.ω = A.2π/T = 22,4.4π ≈ 281,49 (cm/s)",
"Một vật dao động điều hòa dọc theo trục Ox với chu kì T, vị trí cân bằng và mốc thế năng ở gốc tọa độ. Tính từ lúc vật có li độ dương lớn nhất, thời điểm đầu tiên mà động năng bằng 1/3 lần thế năng là","Vật có li độ dương lớn nhất => Vật ở vị trí biên dương (x = +A)
Thời điểm động năng bằng 1/3 thế năng:
Wđ = 1/3.Wt => Wt = 3W/4 (vì Wđ + Wt = W)
<=> 1/2.k.x^2 = 3/4.1/2.k.A^2
=> x = ±A√3/2
Khoảng thời gian ngắn nhất để vật đi từ vị trí có li độ A đến vị trí có li độ x = ±A√3/2 là T/12",
"Một vật dao động điều hòa dọc theo trục Ox với chu kì T, mốc thế năng ở vị trí cân bằng. Tính từ lúc vật qua vị trí cân bằng theo chiều dương, thời điểm đầu tiên động năng bằng thế năng là bao nhiêu?","Vật có li độ dương lớn nhất => Vật ở vị trí biên dương (x = +A)
Thời điểm động năng bằng thế năng:
Wđ = Wt => Wt = W/2 (vì Wđ + Wt = W)
<=> 1/2.k.x^2 = 1/2.1/2.k.A^2
=> x = ±A√2/2
Khoảng thời gian ngắn nhất để vật đi từ vị trí có li độ A đến vị trí có li độ x = ±A√2/2 là T/8",
"Một chất điểm dao động điều hòa với chu kì T, gốc thế năng tại vị trí cân bằng. Kể từ khi vật ở biên dương, sau khoảng thời gian ngắn nhất bao nhiêu thì động năng lại bằng 3 lần thế năng?","Vật có li độ dương lớn nhất => Vật ở vị trí biên dương (x = +A)
Thời điểm động năng bằng thế năng:
Wđ = 3Wt => Wt = W/4 (vì Wđ + Wt = W)
<=> 1/2.k.x^2 = 1/4.1/2.k.A^2
=> x = ±A/2
Khoảng thời gian ngắn nhất để vật đi từ vị trí có li độ A đến vị trí có li độ x = ±A/2 là T/6",
"Một con lắc lò xo dao động điều hòa với tần số góc 12π rad/s và biên độ 2,5 cm. Khi vật đi qua vị trí có vận tốc 15π cm/s, gia tốc của vật có độ lớn là bao nhiêu?","Áp dụng hệ thức độc lập thời gian:
v^2/vmax^2 + a^2/amax^2 = 1
<=> v^2/(ω^2.A^2) + a^2/(ω^4.A^2) = 1
Thay ω = 12π, A = 2,5, v = 15π vào phương trình trên, ta có |a| ≈ 30,8 (m/s^2)",
Một chất điểm dao động điều hòa với tần số góc 8π rad/s và biên độ 3 cm. Khi chất điểm có vận tốc 16π cm/s thì gia tốc của nó có độ lớn bằng bao nhiêu?,"Áp dụng hệ thức độc lập thời gian:
v^2/vmax^2 + a^2/amax^2 = 1
<=> v^2/(ω^2.A^2) + a^2/(ω^4.A^2) = 1
Thay ω = 8π, A = 3, v = 16π vào phương trình trên, ta có |a| ≈ 14,8 (m/s^2)",
"Một vật dao động điều hòa với tần số góc 5π rad/s và biên độ 4 cm. Tại thời điểm vật có tốc độ 10π√3 cm/s, hãy xác định độ lớn gia tốc của vật.","Áp dụng hệ thức độc lập thời gian:
v^2/vmax^2 + a^2/amax^2 = 1
<=> v^2/(ω^2.A^2) + a^2/(ω^4.A^2) = 1
Thay ω = 5π, A = 4, v = 10π√3 vào phương trình trên, ta có |a| ≈ 4,93 (m/s^2)",
"Một chất điểm dao động điều hòa với chu kì T và biên độ 8 cm. Biết trong một chu kì, khoảng thời gian để chất điểm có vận tốc không lớn hơn 16π cm/s là 2T/3. Chu kì dao động của chất điểm là","Trong 1/4 chu kỳ khoảng thời gian để chất điểm có vận tốc không vượt quá 20π√3 cm/s là T/6. Càng gần vị trí biên thì vận tốc của vật càng nhỏ nên sau khoảng thời gian T/6 kể từ vị trí biên vật có |x| = A/2
Áp dụng hệ thức độc lập thời gian:
x^2 + v^2/ω^2 = A^2
=> ω = v/√(A^2 - x^2) = 4π/√3 (rad/s)
T = 2π/ω = √3/2 (s)",
"Một chất điểm dao động điều hòa với chu kì T và biên độ 12 cm. Biết trong một chu kì, khoảng thời gian để chất điểm có vận tốc không vượt quá 18π√3 cm/s là 2T/3. Chu kì dao động của chất điểm là","Trong 1/4 chu kỳ khoảng thời gian để chất điểm có vận tốc không vượt quá 18π√3 cm/s là T/6. Càng gần vị trí biên thì vận tốc của vật càng nhỏ nên sau khoảng thời gian T/6 kể từ vị trí biên vật có |x| = A/2
Áp dụng hệ thức độc lập thời gian:
x^2 + v^2/ω^2 = A^2
=> ω = v/√(A^2 - x^2) = 3π (rad/s)
T = 2π/ω = 2/3 (s)",
